# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 75K of event 'cpu-clock:HG'
# Event count (approx.): 1519000000000
#
# Overhead       Samples  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  .......  ............................  .......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     1.08%           824  pal-sgx  libhyrise_impl.so             [.] auto (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1}::operator()<hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > const&) const
     1.00%           760  pal-sgx  libhyrise_impl.so             [.] _ZN6hyrise20resolve_segment_typeIfNS_15AbstractSegmentEZNKS_24ReferenceSegmentIterableIfLNS_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS_15segment_iterateIfLNS_10EraseTypesE0EZNS_13AggregateHash18_aggregate_segmentIfLNS_14WindowFunctionE2ESt5arrayImLm2EEEEvNS_7ChunkIDENS_8ColumnIDERKS1_RSt6vectorINSt11conditionalIXsr3stdE9is_same_vIT1_N5boost9container12small_vectorImLm4ENSL_3pmr21polymorphic_allocatorImEEvEEEESH_ISJ_NSO_ISJ_EEE20uninitialized_vectorISJ_SR_EE4typeENSO_ISW_EEEEUlRKT_E_EEvSG_RKSJ_EUlS10_T0_E_EEvS12_EUlS12_E_EENSt9enable_ifIXsr3stdE9is_same_vIS1_NSt12remove_constIS16_E4typeEEEvE4typeERS16_S15_
     0.90%           685  pal-sgx  libsysdb.so                   [.] bkeep_mmap_fixed
     0.86%           655  pal-sgx  libhyrise_impl.so             [.] std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >::reference (anonymous namespace)::get_or_add_result<std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<std::array<unsigned long, 2ul>, unsigned long, std::hash<std::array<unsigned long, 2ul> >, std::equal_to<std::array<unsigned long, 2ul> >, boost::container::pmr::polymorphic_allocator<std::pair<std::array<unsigned long, 2ul> const, unsigned long> > >, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >, std::array<unsigned long, 2ul> >(std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<std::array<unsigned long, 2ul>, unsigned long, std::hash<std::array<unsigned long, 2ul> >, std::equal_to<std::array<unsigned long, 2ul> >, boost::container::pmr::polymorphic_allocator<std::pair<std::array<unsigned long, 2ul> const, unsigned long> > >&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >&, std::array<unsigned long, 2ul>&, hyrise::RowID const&)
     0.77%           583  pal-sgx  libhyrise_impl.so             [.] hyrise::build<int, int>(std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > const&, hyrise::JoinHashBuildMode, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)::{lambda()#1}::operator()() const
     0.75%           569  pal-sgx  libc.so.6                     [.] __memmove_evex_unaligned_erms
     0.75%           567  pal-sgx  libhyrise_impl.so             [.] boost::unordered::detail::foa::table_core<boost::unordered::detail::foa::flat_map_types<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::table_arrays, boost::unordered::detail::foa::plain_size_control, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >::unchecked_rehash(boost::unordered::detail::foa::table_arrays<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::pow2_size_policy>&)
     0.73%           555  pal-sgx  libhyrise_impl.so             [.] hyrise::RowIDPosList::operator[](unsigned long) const
     0.73%           552  pal-sgx  libhyrise_impl.so             [.] hyrise::probe_semi_anti<int, int, (hyrise::JoinMode)5>(std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > const&, std::vector<std::optional<hyrise::PosHashTable<int> >, std::allocator<std::optional<hyrise::PosHashTable<int> > > > const&, std::vector<hyrise::RowIDPosList, std::allocator<hyrise::RowIDPosList> >&, hyrise::Table const&, hyrise::Table const&, std::vector<hyrise::OperatorJoinPredicate, std::allocator<hyrise::OperatorJoinPredicate> > const&)::{lambda()#1}::operator()() const
     0.69%           527  pal-sgx  libhyrise_impl.so             [.] hyrise::DictionarySegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned short>, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >::dereference() const
     0.61%           464  pal-sgx  libhyrise_impl.so             [.] hyrise::DictionarySegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >::dereference() const
     0.56%           422  pal-sgx  libhyrise_impl.so             [.] auto hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<float> >(boost::hana::basic_type<float>) const
     0.53%           405  pal-sgx  libhyrise_impl.so             [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<false, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::equal_to<void> >(std::equal_to<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, boost::container::pmr::polymorphic_allocator<unsigned char> > > >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::equal_to<void> >(std::equal_to<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, boost::container::pmr::polymorphic_allocator<unsigned char> > > >, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, boost::container::pmr::polymorphic_allocator<unsigned char> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.48%           362  pal-sgx  libhyrise_impl.so             [.] _ZN6hyrise20resolve_segment_typeIfNS_15AbstractSegmentEZNKS_24ReferenceSegmentIterableIfLNS_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS_15segment_iterateIfLNS_10EraseTypesE0EZNS_13AggregateHash18_aggregate_segmentIfLNS_14WindowFunctionE2EmEEvNS_7ChunkIDENS_8ColumnIDERKS1_RSt6vectorINSt11conditionalIXsr3stdE9is_same_vIT1_N5boost9container12small_vectorImLm4ENSJ_3pmr21polymorphic_allocatorImEEvEEEESF_ISH_NSM_ISH_EEE20uninitialized_vectorISH_SP_EE4typeENSM_ISU_EEEEUlRKT_E_EEvSE_RKSH_EUlSY_T0_E_EEvS10_EUlS10_E_EENSt9enable_ifIXsr3stdE9is_same_vIS1_NSt12remove_constIS14_E4typeEEEvE4typeERS14_S13_
     0.48%           362  pal-sgx  libhyrise_impl.so             [.] void hyrise::ReferenceSegmentIterable<int, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::AggregateHash::_partition_by_groupby_keys<unsigned long>()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, hyrise::AggregateHash::_partition_by_groupby_keys<unsigned long>()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::AggregateHash::_partition_by_groupby_keys<unsigned long>()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, hyrise::AggregateHash::_partition_by_groupby_keys<unsigned long>()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.41%           313  pal-sgx  libjemalloc.so.2              [.] free
     0.40%           307  pal-sgx  libhyrise_impl.so             [.] hyrise::probe<int, int, false>(std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > const&, std::vector<std::optional<hyrise::PosHashTable<int> >, std::allocator<std::optional<hyrise::PosHashTable<int> > > > const&, std::vector<hyrise::RowIDPosList, std::allocator<hyrise::RowIDPosList> >&, std::vector<hyrise::RowIDPosList, std::allocator<hyrise::RowIDPosList> >&, hyrise::JoinMode, hyrise::Table const&, hyrise::Table const&, std::vector<hyrise::OperatorJoinPredicate, std::allocator<hyrise::OperatorJoinPredicate> > const&)::{lambda()#1}::operator()() const
     0.39%           295  pal-sgx  libhyrise_impl.so             [.] hyrise::SegmentAccessor<float, hyrise::DictionarySegment<float> >::access(hyrise::ChunkOffset) const
     0.34%           258  pal-sgx  libhyrise_impl.so             [.] auto hyrise::AggregateHash::_partition_by_groupby_keys<std::array<unsigned long, 2ul> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1}::operator()<hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > const&) const
     0.34%           255  pal-sgx  libhyrise_impl.so             [.] hyrise::DictionarySegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > > >::dereference() const
     0.33%           251  pal-sgx  libhyrise_impl.so             [.] hyrise::ColumnLikeTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)
     0.33%           247  pal-sgx  libhyrise_impl.so             [.] hyrise::FixedWidthIntegerDecompressor<unsigned char>::get(unsigned long)
     0.32%           246  pal-sgx  libhyrise_impl.so             [.] hyrise::SegmentAccessor<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, hyrise::DictionarySegment<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >::access(hyrise::ChunkOffset) const
     0.31%           235  pal-sgx  libhyrise_impl.so             [.] auto (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1}::operator()<hyrise::SegmentPosition<int> >(hyrise::SegmentPosition<int> const&) const
     0.30%           226  pal-sgx  libhyrise_impl.so             [.] std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> >::_M_fill_insert(__gnu_cxx::__normal_iterator<hyrise::RowID*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > >, unsigned long, hyrise::RowID const&)
     0.29%           219  pal-sgx  libhyrise_impl.so             [.] std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >::reference (anonymous namespace)::get_or_add_result<std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<unsigned long, unsigned long, std::hash<unsigned long>, std::equal_to<unsigned long>, boost::container::pmr::polymorphic_allocator<std::pair<unsigned long const, unsigned long> > >, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >, unsigned long>(std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<unsigned long, unsigned long, std::hash<unsigned long>, std::equal_to<unsigned long>, boost::container::pmr::polymorphic_allocator<std::pair<unsigned long const, unsigned long> > >&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > >&, unsigned long&, hyrise::RowID const&)
     0.29%           218  pal-sgx  libhyrise_impl.so             [.] void hyrise::ReferenceSegmentIterable<int, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::materialize_input<int, int, false>(std::shared_ptr<hyrise::Table const> const&, hyrise::ColumnID, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> >&, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)::{lambda()#1}::operator()() const::{lambda(auto:1, auto:2)#1}>(hyrise::materialize_input<int, int, false>(std::shared_ptr<hyrise::Table const> const&, hyrise::ColumnID, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> >&, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)::{lambda()#1}::operator()() const::{lambda(auto:1, auto:2)#1} const&) const
